id,hotness,familiarity,latitude,location,longitude,name,,,,
ARGTDDO1187FB55687,0.369083739,0.507078736,,,,Languis,,,,
AR3AY3R1187FB52CF0,0.422507451,0.692973745,,Vidor TX,,Tracy Byrd,,,,
AR2CM6U1187B999EB7,0.360200448,0.553637086,52.51607,Berlin Germany,13.37698,Basic Channel,,,,
ARKWXDA11F4C83B665,0.388359617,0.507327026,,,,Mills Brothers,,,,
ARDP3WW1187FB3D28C,0.402203102,0.578223524,45.4215,Ottawa Ontario Canada,-75.69189,Sue Foley,,,,
AR6TKMQ1187B9ACEDA,0.362411931,0.528335616,40.65507,Brooklyn NY,-73.94888,Barry Mann,,,,
ARAG1DX1187B98BB10,0.356795543,0.599935172,41.88415,Chicago IL,-87.63241,Ben Sidran,,,,
ARZ2DHF1187FB3F2EA,0.440715115,0.687429811,,,,Krayzie Bone,,,,
ARNPPTH1187B9AD429,0.424940331,0.731822219,51.4855,Heston Middlesex England,-0.37196,Jimmy Page,,,,
ARPNJUD122BCFCB9B4,0.242514849,0.526356118,,AUSTRALIA,,Dark Shadows,,,,
AR3GYKU1187B996AB9,0.296823951,0.34173223,41.05182,Stamford CT,-73.54223,Jim Kweskin with Samoa Wilson,,,,
ART62WC1187FB47E80,0.528614974,0.802925395,,New Mexico,,Jim Jones featuring Oshy,,,,
ARKZXSQ1187B9AC9F3,0.576294651,0.764287182,,,,Joy Division,,,,
ARDMPZU1187B99A472,0.365841574,0.475730978,51.50632,London England,-0.12714,Light Of The World,,,,
ARY1P2B1187B9B78F5,0.3138661,0.379734512,,,,Mariano Yanani,,,,
ARKQADX1269FCD155B,0.050187639,0.018555093,,,,Rocky Whatule,,,,
ARA8X3M1187B9A13CA,0.338074486,0.520599801,,,,Aphasia,,,,
ARHTRR71187B98F305,0.395999523,0.612912573,,,,Michelle Tumes,,,,
AREBWEH1187B99EA9A,0.427479241,0.596184927,,Helsinki,,Beherit,,,,
ARSQDUN1187B98D7D7,0.453850265,0.698291624,,allentown Pennsylvania USA,,EPMD,,,,
ARRJNTE1187FB44E12,0.394217199,0.665322162,,,,Casiotone For The Painfully Alone,,,,
ARIW1BH1187FB4C94A,0.505181616,0.807876868,-37.81753,Melbourne,144.96715,Architecture In Helsinki,,,,
ARC8CQZ1187B98DECA,0.643072293,0.832011771,,Galveston TX,,Jack Johnson and Friends / Matt Costa,,,,
ARW9SN11187FB52D0D,0.401090254,0.645316974,,,,City High,,,,
ARCRSUM1187FB52AB0,0.335041777,0.568427347,,,,The Frequency,,,,
AR03BDP1187FB5B324,0.60725728,0.947327507,34.05349,Kentwood LA, Los Angeles CA,-118.24532,52ae1270b88d8dc43ffa299c682a2f17,,,
ARB6B5K1187FB36017,0.302942928,0.476128752,,,,Caballo Dorado,,,,
ARMTTWG11F4C83E6AE,0.366502174,0.268210005,,,,Mohammad Nouri,,,,
ARQXR6R1187FB46FD6,0.466775622,0.690080124,,Minneapolis MN,,Soul Asylum,,,,
ARI6CSW1187B9AF09A,0.35590563,0.689494765,,M�������,,Eko Fresh feat. Capkekz,,,,
AR2G8UI1187FB3F33C,0.371237574,0.428300267,63.03654,Knobel AK,-149.10568,Barbara Fairchild,,,,
ARSX6IX1187B9B640C,0.496508119,0.741040433,35.14968,Memphis TN,-90.04892,Big Star,,,,
ARIMW0M1187B99EC59,0.348295197,0.448013836,,,,TEN MADISON,,,,
ARKEFM61187B9A8202,0.281887097,0.386716175,30.99688,Corrigan Polk County TX,-94.82807,Moon Mullican,,,,
ARODFDS1187FB57348,0.417601488,0.64909505,,Niteroi Brazil,,Sergio Mendes,,,,
ARHO1WI1187B98CB84,0.34424658,0.015557881,,,,Michael Card,,,,
ARNFLMN1187FB50BB3,0.401059707,0.578824936,56.95468,Canada,-98.30897,Chroma Key,,,,
AR4YKRO1187B9B7829,0.570192015,0.911044197,30.06677,Middleburg Florida,-81.86674,The Red Jumpsuit Apparatus,,,,
ARJD6I01187FB50347,0.415748476,0.612576142,,,,Anna Abreu,,,,
ARIOTFR1187B98F316,0.326555905,0.44418473,,United States,,Mykill Miers,,,,
AR6U7461187FB59499,0.427903698,0.614394092,,,,Rachael Starr,,,,
ARRR4Y81187FB524CE,0.384763788,0.442196141,30.76753,Dubuisson LA,-92.11789,Lonnie Brooks,,,,
AR7CCCC1187FB578FF,0.379651219,0.540750151,,Shelby North Carolina,,Don Gibson,,,,
ARHZCG01187B99E4DE,0.464886257,0.657883116,39.95227,Philadelphia PA,-75.16237,Stanley Clarke,,,,
AR1PQYO1187B98BEC9,0,0.351269291,,,,H�����,,,,
ARF84A41187B9A34E7,0.542054631,0.850728266,37.87869,Bay Area CA,-121.94345,Rancid,,,,
AR08YJF1187B9B2D59,0.313112032,0.529659331,,Florida,,Joe Turner,,,,
ARB78VW1187B98F81C,0.33953242,0.563750448,,,,George Nooks,,,,
AR3GYKU1187B996AB9,0.296823951,0.34173223,41.05182,Stamford CT,-73.54223,Jim Kweskin,,,,
ARZCXO91187FB53708,0.335368578,0.782555689,32.67828,Georgia,-83.22295,Justin,,,,
AR4MCB01187B98BF5C,0.374560253,0.52607728,,,,Atman,,,,
AR12EOE1187FB3AE26,0.485198263,0.587466437,,,,The Pineapple Thief,,,,
ARV5O111187B9A3F3A,0.319074624,0.415287182,47.61002,Bellevue Washington USA,-122.18755,Carl Davis,,,,
AR1GYND1187B9A9CD3,0.376688631,0.567814264,38.43773,Santa Rosa California,-122.71242,Diesel Boy,,,,
ARWAPYC1187FB3FCAF,0.27238546,0.406166635,,,,S.U.P,,,,
AR6CLFP1187B9ACB94,0.473613189,0.713322147,,Sacramento CA,,Daniel Johnston,,,,
ARNF6401187FB57032,0.377593082,0.713274972,40.79086,New York NY [Manhattan],-73.96644,Sophie B. Hawkins,,,,
ARMQUXW12509412F2F,0,0.345612725,,,,Georges Parys,,,,
ARNFTGS1187B9A465F,0.414079473,0.666522677,34.05349,California - LA,-118.24532,Circle Jerks,,,,
ARM3QKQ1187FB421E0,0.377720338,0.613598057,40.71455,New York New York,-74.00712,Deville_ Willy,,,,
ARPNJUD122BCFCB9B4,0.242514849,0.526356118,,AUSTRALIA,,Dark Shadows,,,,
ARDFZE61187FB45994,0.327543813,0.374553436,35.83073,Tennessee,-85.97874,Jake Hess,,,,
AR9ST641187B99B4DE,0.369076871,0.624200328,38.62774,St. Louis MO,-90.19951,Cal Tjader,,,,
ARAMB6Q1187B99DE68,0.360813235,0.439628577,,,,Fiona Sit,,,,
ARC8CQZ1187B98DECA,0.677482479,0.832011769,,Galveston TX,,Jack Johnson,,,,
AR3FE581187FB3F90A,0.54000775,0.571681627,,Brooklyn NY,,Fabolous,,,,
ARJIWJH1187FB3F6B9,0.40788797,0.558475816,34.14632,Glendale CA,-118.24802,Elvin Bishop,,,,
ARODBRG1187FB3FD99,0.479407676,0.69402528,,,,Nick Cave & The Bad Seeds,,,,
ARK3PWH1187B9A441D,0.546745176,0.698619547,,,,Showbread,,,,
AR91C8S1187B990901,0.838095532,0.850789989,40.23447,Freehold NJ,-74.29504,Bruce Springsteen,,,,
ARK3PWH1187B9A441D,0.546745176,0.698619547,,,,Showbread,,,,
ARKAL321187B9AD4BE,0.485682369,0.780309851,,,,The Gathering,,,,
ARAENPX1187B990DDA,0.373856345,0.54192836,,,,Timbalada,,,,
ARCEOW71187B9A5A71,0.473636665,0.583989842,51.50632,London England,-0.12714,B.A.D.,,,,
ARTOTKA11E2835EA81,0,0.199668085,,,,Arne Weise,,,,
ARQHLIO1187B98AA6A,0.386237683,0.55010385,,,,Jay P��,,,,
AR223M11187B9ADDD6,0.479045991,0.609896793,33.53858,Glendale AZ,-112.18628,Marty Robbins,,,,
ARVQ4QM1187B98AD95,0.347598889,0.445854631,33.52029,Birmingham AL,-86.8115,Hank Penny,,,,
AROIHOI122988FEB8E,0.049034381,0.334542784,,,,Mario Rosenstock,,,,
AREZWC61187FB52DCF,0.407283888,0.593420296,29.76045,Houston TX,-95.36978,Johnny Nash,,,,
AR0LVFQ1187B9A84E0,0.371760895,0.458055179,40.71455,NY - New York City,-74.00712,Jason Miles,,,,
ARSENJW1187B9B053E,0.344757912,0.518902909,,,,Bimbo,,,,
ARDYMTV122ECCBC383,0,0.338448745,-0.02435,Kenya,37.90395,Samba Mapangala and Orchestra Virunga,,,,
AR23EC41187FB4805D,0.291883422,0.409827635,40.14323,New Jersey,-74.72671,Catherine King/Matthew Schwinghammer/The American Boychoir,,,,
ARMPRI31187FB4F7D9,0.473700501,0.772871995,39.37413,Volos Greece,22.95775,Falling Into Place,,,,
AR35YUO1187B9AD83E,0.411195688,0.642280769,55.8578,Glasgow Scotland,-4.24251,Wet Wet Wet,,,,
ARYZV2X1187B997BE7,0.415937641,0.564710159,,California - LA,,Chris Standring,,,,
ARJDWEA1187B9B676F,0.372910681,0.443865075,,,,Bob Newhart,,,,
ARB5TJM1187B9A71FD,0.429097812,0.636436672,,,,Finntroll,,,,
AR4GAFY1187B9B639D,0.542289933,0.7087354,,Memphis Tennessee,,BB King,,,,
ARFAX4X1187B9A89CB,0.400832068,0.540299964,,,,Beautiful Creatures,,,,
AR1SQSG1187B9AC782,0.487595648,0.700570065,,Eskilstuna Sweden,,Kent,,,,
AR4C6V01187FB3BAF4,0.499826314,0.722570574,39.55792,Portugal,-7.84481,Moonspell,,,,
AR74Q3R1187B9B24C3,0.580345271,0.801989216,,Kitee Finland,,Nightwish,,,,
ARQ76LG1187B9ACD84,0.547506775,0.731208047,34.05349,Los Angeles CA,-118.24532,Black Flag,,,,
ARS6HDE1187B99CA29,0.364975595,0.620041695,,,,Joe Lynn Turner,,,,
ARFWZZD1187FB561F9,0.33274977,0.466331054,,,,The Fureys,,,,
ARU230L1187FB4642F,0.314008167,0.475827935,37.80506,Oakland CA,-122.27302,Walter Hawkins,,,,
AR4AEIP1187FB4030A,0.428841594,0.617430028,33.74831,Atlanta GA,-84.39111,Wamdue Project,,,,
AR2XBPG1187B98FCBE,0.382591638,0.548189066,,,,Planxty,,,,
AR633SY1187B9AC3B9,0.776167742,0.831197177,,,,Weezer,,,,
ARX9YIP1187B98A656,0.606630152,0.686988955,,,,RUN-DMC,,,,
ARHT0B11187B993CB3,0.344721111,0.464994319,30.22032,Lafayette LA,-92.01705,Eddy Raven,,,,
AR76DOS1187FB5AE78,0.414236248,0.716854352,,,,The Jeff Healey Band,,,,
AR52QY11187B99FC59,0.333584628,0.534443602,18.03965,Mandeville Jamaica,-77.51329,Anthony Cruz,,,,
ARYDFJA1241B9CBFF2,0.14519083,0.313851152,,,,Jacques Douai,,,,
ARG1UAO1187FB55E50,0.391574164,0.490611414,,,,Sammi Cheng,,,,
ARWXHRS1241B9C7A1E,0,0.42562724,,,,Thomas Battenstein,,,,
ARVSB691187FB3C711,0.368550448,0.588726635,,CANADA - Ontario,,Hector,,,,
ARYML1P1187B9AF39B,0.532445871,0.707839968,,Georgia,,Devo,,,,
ARGF5QG1187B9AC84F,0.380917171,0.505099139,,,,Geiom Feat. Marita,,,,
ARZISVS11F4C841860,0,0.260899728,,,,Pep Laguarda & Tapineria,,,,
AR7EF9H1187FB4D8A3,0.246955056,0.339149506,30.53301,Opelousas LA,-92.08238,Rod Bernard,,,,
ARN5L1O1187FB4D955,0.564969253,0.789836439,,Tempe AZ,,Eyes Set to Kill,,,,
AR7U5BZ1187B997FFC,0.471441876,0.637995287,,,,Keep Of Kalessin,,,,
AR7074B1187FB4C39B,0.345734866,0.531829216,,United States,,Ann Lee,,,,
AR1WC0X1187B991056,0.418946871,0.62812134,37.77916,San Francisco CA,-122.42005,Jefferson Starship,,,,
AREW1KO1187B98E42E,0.374862616,0.599019959,,,,The Irish Tenors,,,,
ARIKE5O1187B997E73,0.459629608,0.507784205,,,,Mississippi Mass Choir,,,,
ARDNQ0R1187B9BA1EF,0.404827117,0.558905414,29.95369,New Orleans LA,-90.07771,Lonnie Johnson,,,,
ARQXC7V1187FB4DA9E,0.638588012,0.811890081,,Charlottesville VA,,DAVE MATTHEWS BAND,,,,
ARWD25M1187FB4C563,0.583732613,0.899709853,,London,,Amy Winehouse,,,,
AR7ZKHQ1187B98DD73,0.372232889,0.524265131,,,,Glad,,,,
ARMTTWG11F4C83E6AE,0.366502174,0.268210005,,,,The Antripodean Collective,,,,
ARAXU5Z1187B98FECD,0.605191153,0.775086058,,,,Gorillaz,,,,
AR4TLW81187B99683D,0.448653471,0.641197515,,Syracuse NY,,Martin Sexton,,,,
ARYCP7D1187B99516B,0.384018129,0.565971267,43.64856,Toronto Canada,-79.38533,Pat Travers,,,,
ARQUMH41187B9AF699,0.791143002,0.887386081,34.05349,Los Angeles CA,-118.24532,Linkin Park,,,,
AR0BLA51187FB4E6CD,0.378478309,0.526690732,,,,The In Crowd,,,,
ARWAVUU1269FB34A47,0,0,,,,Magic Systeme,,,,
AR0D6EL1187B9AF46B,0.529453453,0.696030301,,Compton California,,Eazy-E,,,,
ARIZODP1187B9AD272,0.561830538,0.69480252,54.89814,Washington England,-1.53179,Bryan Ferry,,,,
ARGKPBC1187B9ADF8E,0.261822385,0.290826477,,,,Jean Lumi��,,,,
ARGMCPU1241B9C4C34,0.226516083,0.331226241,43.87165,Vermont,-72.45165,Scott Ainslie,,,,
ARAJPHH1187FB5566A,0.418216518,0.640807102,40.7038,Queens NY,-73.83168,The Shangri-Las,,,,
ARIRBN91187FB4523C,0.356347936,0.616968969,,,,Tyree,,,,
ARZ3U0K1187B999BF4,0.397414663,0.606267927,,,,Cabas,,,,
ARE54I01187FB3AE3D,0.356950956,0.482733228,,,,Flink,,,,
ARISAXH1187B98E679,0.296944034,0.400460359,,,,The John Buzon Trio,,,,
AR5MK521187B98E0B8,0.461558452,0.630928608,51.50632,London England,-0.12714,Heaven 17,,,,
AR63RWN1187FB3E89A,0.341073301,0.497942106,34.56039,Marvell AR,-90.91387,Robert Lockwood_ Jr.,,,,
AR3N2H11187B98AFBA,0.324334205,0.479620747,-10.68641,Itabaiana Para����,-37.42475,Sivuca,,,,
ARUDY181187B9B5F49,0.359542313,0.536546301,31.03896,Collins County TX,-93.97961,Charlie Walker,,,,
ARE08BN1187B98FCA3,0.347249717,0.496224085,,,,Der Plan,,,,
AR3DLBB1187B98F3DF,0.410950258,0.634490513,,Staunton VA,,The Statler Brothers,,,,
ARI6CSW1187B9AF09A,0.35590563,0.689494765,,M�������,,Eko Fresh feat. Ado,,,,
ARH42KA11C8A416880,0,0.426539984,37.77916,California - SF,-122.42005,Peloton,,,,
AR051KA1187B98B2FF,0.080166939,0.351182454,,,,Wilks,,,,
ARLTW641187B9B6D3C,0.313019136,0.456304669,,,,Paul Buckmaster,,,,
AREEJJK1187FB56DC7,0.422846033,0.596210958,,Sofia,,Evolution,,,,
ARJ6GR01187B98D64D,0.529915121,0.75347562,,,,Lonestar,,,,
ARLTW641187B9B6D3C,0.313019136,0.456304669,,,,Paul Buckmaster,,,,
ARKBTPV1187FB38A79,0.418989675,0.590473194,32.51461,Shreveport LA,-93.74727,Faron Young,,,,
AR358YS1187FB44A29,0.283562596,0.382308283,37.20897,Springfield MO,-93.29156,The Jordanaires & Orion,,,,
AREN7YO1187B9A475C,0.358844043,0.46492901,,,,Sandra Mihanovich,,,,
ARL635X1187B990092,0.520049688,0.744007915,,,,Charlotte Gainsbourg,,,,
ARXEH1P1187FB378A3,0.268456648,0.404877012,,,,The Prefects,,,,
ARJRIM91187FB3EF9A,0.317125719,0.449278965,,,,Paul Avgerinos,,,,
ARAIABB1187B9AC6E2,0.580013183,0.567313224,,Paddington London England,,Seal,,,,
ARGFFA01187B9A2D11,0.512229189,0.816998189,33.86404,Hermosa Beach CA,-118.39535,Pennywise,,,,
AR11YQ81187FB3C654,0.576902281,0.827409365,,Austin TX,,Dixie Chicks,,,,
AR0WGXC1187B9AAC99,0.425450614,0.674839436,,Detroit MI,,Slum Village,,,,
ARQHJLT11F50C4C101,0.35085673,0.529680673,41.51776,Connecticut,-72.75753,Bomb Squad,,,,
ARR3ONV1187B9A2F59,0.750426551,0.929030287,54.31407,UK,-2.23001,Muse,,,,
AR0G47L1187B98CC6D,0.346357522,0.446256667,50.91552,Battle Sussex England,0.48883,Frank Chacksfield,,,,
AR4EVIX1187B993DE9,0.366713432,0.544979448,,,,Alceu Valen�,,,,
ARMB95F1187B9B5B93,0.515325301,0.858270678,40.8079,Harlem NY,-73.9454,Cam'Ron,,,,
ARDVZTE1187FB5A0A1,0.718891456,0.839297678,,Sayreville NJ,,Bon Jovi,,,,
AR6G29T1187B9A99F9,0.379980017,0.587827036,,,,KMD,,,,
ARE36MM1187B991E50,0.382846901,0.594866645,31.1689,Couchman TX,-100.07715,Blind Lemon Jefferson,,,,
ARPAL0H1187B990A8E,0.387186147,0.588237862,37.97615,Athens Greece,23.73641,Nana Mouskouri,,,,
ARHEQ501187FB4F898,0.370747684,0.533724477,,,,Fruko Y Sus Tesos,,,,
ARXGICZ1187FB444DD,0.249453649,0.354496108,44.97903,Minneapolis MN,-93.26493,The Merry Macs,,,,
AR211WC1187FB52425,0.345866665,0.4697796,,HARPERSVILLE Alabama,,Time Zone,,,,
AR6IJJ41187B98C872,0.426851853,0.575844757,26.30116,Edinburg TX,-98.1607,Bobby Pulido,,,,
AR0GGKI1187FB391D5,0.362238747,0.622684167,,,,Eddie,,,,
ARXPE571187FB4AFD0,0.503151606,0.670615396,,Chicago IL,,Rickie Lee Jones,,,,
AR6MIU31187B994603,0.378398546,0.470466866,,,,Stefon Harris,,,,
ARUKJUP12086C14589,0.291264812,0.391741394,,,,Ram������n Vargas,"""opera"",""bel canto"",""easy listening"",""classical"",""mexico"",""mexican"",""tenor"",""classical crossover"",""italian opera"",""opera singer""",45c102098c4f3cb99ed630401a2a2d09,,
ARVESGN1187FB3E10C,0,0.049036792,,,,Rauni Pekkala,,,,
ARLBNAC1187FB47151,0.393369406,0.648692286,,,,Alex Gopher,,,,
ARSE5NP1187B9B98AB,0.593808365,0.889613555,,Chicago IL,,Twista,,,,
AR198711187B9AD09F,0.498563611,0.731590592,,��ngiltere,,Simply Red,,,,
AR1E4V11187B99F400,0.427795699,0.569245396,34.05349,California - LA,-118.24532,Telecast,,,,
AR4L4WQ1187FB51996,0.601436483,0.638614022,,Braintree Essex England,,The Prodigy,,,,
AR88F5X1187FB3EA17,0.410541103,0.658731278,36.16778,Nashville TN Texas,-86.77836,Loretta Lynn,,,,
ARUEYGC1187FB3D94B,0.403000799,0.607260129,41.88415,Chicago IL,-87.63241,The Chi Lites,,,,
AR9OLFX1187B9A5762,0.379960767,0.498834975,31.30757,Kosse TX,-96.63166,Bob Wills,,,,
ARFILWJ1187B9ADDBF,0.25706292,0.341513855,,,,Mar�����,,,,
AR1U3BY1187B9B136F,0.363386415,0.564496972,,,,God Lives Underwater,,,,
ARK0TRD1187FB3BDE5,0.336419738,0.437599072,51.45102,Eltham England,0.05102,Bob Hope,,,,
ARAVPU21187B993957,0.317036752,0.585610141,40.19033,Ohio,-82.66947,Don & Juan,,,,
ARENLSD1241B9C71B9,0.266269757,0.370429862,,,,Mack and Jamie,,,,
ARTH9041187FB43E1F,0.804830428,0.871010615,,St. Joseph MO,,Eminem,,,,
AROLMXS1241B9C6915,0.3138666,0.455371855,,,,An Cafe,,,,
ARSPQ0H1187B999944,0.359185993,0.601069052,54.97938,Walker-on-Tyne England,-1.54508,Eric Burdon,,,,
ARUAOGE1187B9B3D50,0.455664786,0.649687614,,,,Fake Problems,,,,
ARGDY4Y1187B9A334F,0.358500923,0.548672436,,,,Pyranja,,,,
ARID75M1187B9B8341,0.34852689,0.516021359,,,,Steve Green,,,,
ARR575U1187B98FB97,0.380679874,0.501337162,38.8235,Maryland,-75.92381,The Perrys,,,,
AR3SPD91187B9B63E3,0.524063333,0.672904134,,,,H������r,,,,
ARQDHPO1187B9A9F7C,0,0.36843634,30.68639,Mobile AL,-88.05324,Anthony Watson,,,,
ARD3ICK1187B9A56C9,0.299705214,0.477724732,,,,Jimmy Riley,,,,
ARHLYXD11F50C4B49E,0.415353711,0.4575333,,,,Bruisers,,,,
ARCACMY11C8A42C870,0.309497547,0.488428043,,,,John Travolta / Christopher Walken,,,,
ARJRIM91187FB3EF9A,0.317125719,0.449278965,,,,Paul Avgerinos,,,,
AR219DK1187FB4CEFC,0.508177085,0.790695939,,,,ATB,,,,
AROF4LP1187FB41C51,0.545865917,0.748320703,31.1689,Texas,-100.07715,Selena,,,,
ARA1UU51187FB5A70B,0.550991009,0.853725857,,New Jersey,,The Misfits,,,,
ARDGB6U1187FB3AD07,0.523699078,0.75100762,51.50632,London England,-0.12714,Eurythmics,,,,
AROCBZZ11E2835D652,0.449052575,0.582238344,,,,Small Faces,,,,
AR048JZ1187B9AEB85,0.627467259,0.872933783,30.33138,Jacksonville FL,-81.6558,Yellowcard,,,,
AR1SYBE1187B992798,0.436044792,0.580600204,51.27156,Wuppertal Germany,7.19655,Kira,,,,
ARJJPQP1241B9CA062,0,0.433517116,,,,Gabriel Grossi,,,,
ARFAGIR1187B997EA1,0,0.03863811,,,,Jeanie Lambe & The Danny Moss Quartet,,,,
ARIQD5J1187B98D8DC,0.36459788,0.512961516,31.1689,Texas,-100.07715,Fabi�,,,,
ARNUIBF1187FB4A28F,0.386243701,0.548882424,,,,Ray Lynch,,,,
ARJ438T1187B9AD503,0.423300013,0.646401652,,,,Elvenking,,,,
ARLGIX31187B9AE9A0,0.781412342,0.860033248,,Brooklyn NY,,Jay-Z,,,,
AR7U5BZ1187B997FFC,0.471441876,0.637995287,,,,Keep Of Kalessin,,,,
ARNWJEE1187B98DB44,0.308144061,0.565819847,,,,Frenchy,,,,
ARUL0VB1187B9A01AA,0.394440294,0.52114352,64.95014,Finland,26.06739,Cadacross,,,,
ARS1OWB1187B99EEAD,0.479308459,0.717670525,,New York NY,,The New York Dolls,,,,
ARSW5F51187FB4CFC9,0.582921576,0.796337059,,Seattle WA,,Alice In Chains,,,,
ARYQQY31187B9ABBE1,0.386861225,0.554851898,,,,Berrog��,,,,
ARGRTPZ1257509D28A,0,0.395603509,,,,David Saylor,,,,
AR79TB51187B9966E2,0.45599321,0.436983412,,,,Martin Lawrence,,,,
ARUSOMY1187FB4D3B4,0.524378988,0.844039532,,Pittsburgh PA,,Anti-Flag,,,,
ARIH5GU1187FB4C958,0.536219993,0.767768809,,Newcastle,,Silverchair,,,,
ARIBJIS11C8A414F70,0.239174796,0.394805824,,,,NO-TONE ft.Inusa,,,,
AR7OEB71187B995A17,0.257515403,0.38090588,50.93364,Malm����,4.22417,Henri Pousseur,,,,
ARM9D241187FB4DB7D,0.316315266,0.504410115,45.43811,Verona - Italy,10.9915,Marygold,,,,
AR18SS11187FB4852B,0.426035662,0.685221934,,,,Dope Stars Inc.,,,,
ARD0FN11187B9B25CD,0.469425908,0.70441147,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,,,,
AR32ETX1187B9A792F,0.364914035,0.585514007,,,,The Vaughan Brothers,,,,
ARF9Z4Q1187FB5B40B,0.315511341,0.609817354,,NY - New York City,,The Wiyos,,,,
ARXHFWE1187FB410A9,0.42677782,0.670642844,34.20034,Oxnard CA,-119.18044,Oh No,,,,
ARRBT8X1187FB3D242,0.307675417,0.361362812,,,,Eddie and the Subtitles,,,,
ARDVZTE1187FB5A0A1,0.718891456,0.839297678,,Sayreville NJ,,Bon Jovi,,,,
ARQUFQK11F4C83C0D8,0,0.528653456,,,,4 Skins,,,,
AREDBBQ1187B98AFF5,0.310544672,0.421187326,,,,Eddie Calvert,,,,
AR3N2H11187B98AFBA,0.324334205,0.479620747,-10.68641,Itabaiana Para����,-37.42475,Sivuca,,,,
ARZXLZD11E2835CEA7,0.524467224,0.773736294,,,,Jason Michael Carroll,,,,
AR0J0OD1187FB3AFB5,0.404910014,0.582061744,,,,The Scare,,,,
ARZ8KO81187B9B1B7C,0.47079025,0.606769573,,,,Burt Bacharach,,,,
ARBM57Q1187B9AF97C,0.491828704,0.679519208,34.05349,Los Angeles CA,-118.24532,James Horner,,,,
ARUI2ZJ1187FB3ACA5,0.19936897,0.236105041,,,,Mario Telles,,,,
ARUEYGC1187FB3D94B,0.403000799,0.607260129,41.88415,Chicago IL,-87.63241,The Chi-Lites,,,,
ARE8HA81187B99A95F,0.262371625,0.502358284,,,,The Katies,,,,
ARXPPEY1187FB51DF4,0.766545451,0.86652032,,,,Michael Jackson,,,,
ARAJPHH1187FB5566A,0.418216518,0.400978964,40.7038,Queens NY,-73.83168,The Shangri-Las,,,,
ARW1BRR1187B996332,0.26969355,0.327675437,,,,The Wicklows,,,,
ARJ4B7V1187FB4CB90,0.326208255,0.491256209,,,,DJ Godfather,,,,
ARV1RMI1187FB48F94,0.460853145,0.646322062,,,,Arkona,,,,
ARJFZRE11F4C8469F6,0,0.258591186,,,,Coolio Da Unda Dogg,,,,
ARELFAE1187FB40D0A,0.34873593,0.58097151,,,,Bally Sagoo,,,,
ARKSZW81187B9B695D,0.787005469,0.934935267,40.71455,New York New York,-74.00712,Mariah Carey,,,,
ARUAKAN1187FB48204,0.307711679,0.589995162,39.2794,Ocean City NJ,-74.57555,Walter Trout,,,,
ARJRRJZ11F50C47E95,0.407364774,0.711783681,,New Jersey,,Big Rich featuring J. Stalin_ Aristotle,,,,
AR9M9XY1187B98B2F8,0.218936415,0.62117047,30.08374,Cairo/Egypt,31.25536,Abbott & Chambers,,,,
AR4BJFD1187FB43082,0.324368871,0.43148852,,,,Django As�,,,,
AROGO6K1187B992A39,0.312639609,0.440804614,34.05349,Los Angeles CA,-118.24532,Electrostatic,,,,
AR0IVSA1187FB4F069,0.490079584,0.776598968,40.71455,New York,-74.00712,Helmet,,,,
ARTP2PK1187B98FECA,0.320520135,0.442818538,,,,Quinteto Violado,,,,
AR2BG0R1187FB398C3,0.473918437,0.627917468,29.59733,Houma LA,-90.71913,Dax Riggs,,,,
ARGP7WY1187FB45464,0.349886289,0.43331739,,,,Edmond Leung,,,,
AR5MK521187B98E0B8,0.461558452,0.630928608,51.50632,London England,-0.12714,Heaven 17,,,,
ARWXIVG1187B9B17C5,0.343752897,0.539311728,,,,Mr Lab!,,,,
ARYF20K1187B9B76BD,0.516963731,0.668020249,,ORANGE California,,George Lopez,,,,
ARQDYV0119B866800F,0.344814469,0.444926413,,,,Gertrudis,,,,
ARG4K2W1187B99EA5D,0.354996926,0.411904978,38.00335,Virginia,-79.77127,Charles Aznavour,,,,
ARRXPRY1187B9A8B34,0.366527802,0.42137606,,,,Gran Coquivacoa,,,,
ARI3BMM1187FB4255E,0.328553015,0.489816269,38.8991,Washington,-77.029,Alice Stuart,,,,
ARGLRBB12472CE2CFF,0,0.407448072,,,,Rainer Bielfeldt,,,,
ARWIN9D1187B98E544,0.414783863,0.500510256,,,,Jason & The Scorchers,,,,
AR4FE4N1187B99395A,0.37130459,0.494252819,,,,Corderoy,,,,
AR8TLVX1187B9B2D7D,0.361105938,0.548185196,,Sweden,,Mithotyn,,,,
ARQVZ7F1187FB57CC9,0.482490972,0.540862602,,Virginia,,Twenty 4 Seven,,,,
ARPFHN61187FB575F6,0.554633231,0.902062927,41.88415,Chicago IL,-87.63241,Lupe Fiasco feat. GemStones and Graham Burris,,,,
AR95QS71187FB3F49A,0.360871465,0.679011869,32.67828,Georgia,-83.22295,Joi,,,,
ARY9J9F1187B990241,0.362419612,0.538346827,,,,Entre R��,,,,
ARKX0IK1187FB44DE9,0.333432327,0.469018735,,,,DCX,,,,
ARPDVPJ1187B9ADBE9,0.854637828,0.856448924,,Atlanta GA,,Usher featuring Jermaine Dupri,,,,
ARGK3QC1187B9B351A,0.344959866,0.424223135,,,,Creedence Clearwater Revisited,,,,
ARHTV1S1187FB547F8,0.285591272,0.456136674,,,,Marc Perrone,,,,
